,output_56_r1_avg_train_loss,output_56_r1_train_accuracy,output_56_r1_avg_valid_loss,output_56_r1_valid_accuracy,output_56_r4_avg_train_loss,output_56_r4_train_accuracy,output_56_r4_avg_valid_loss,output_56_r4_valid_accuracy,output_56_r10_avg_train_loss,output_56_r10_train_accuracy,output_56_r10_avg_valid_loss,output_56_r10_valid_accuracy,output_56_r100_avg_train_loss,output_56_r100_train_accuracy,output_56_r100_avg_valid_loss,output_56_r100_valid_accuracy,output_28_r1_avg_train_loss,output_28_r1_train_accuracy,output_28_r1_avg_valid_loss,output_28_r1_valid_accuracy,output_28_r4_avg_train_loss,output_28_r4_train_accuracy,output_28_r4_avg_valid_loss,output_28_r4_valid_accuracy,output_28_r10_avg_train_loss,output_28_r10_train_accuracy,output_28_r10_avg_valid_loss,output_28_r10_valid_accuracy,output_28_r100_avg_train_loss,output_28_r100_train_accuracy,output_28_r100_avg_valid_loss,output_28_r100_valid_accuracy,output_14_r1_avg_train_loss,output_14_r1_train_accuracy,output_14_r1_avg_valid_loss,output_14_r1_valid_accuracy,output_14_r4_avg_train_loss,output_14_r4_train_accuracy,output_14_r4_avg_valid_loss,output_14_r4_valid_accuracy,output_14_r10_avg_train_loss,output_14_r10_train_accuracy,output_14_r10_avg_valid_loss,output_14_r10_valid_accuracy,output_14_r100_avg_train_loss,output_14_r100_train_accuracy,output_14_r100_avg_valid_loss,output_14_r100_valid_accuracy,output_7_r1_avg_train_loss,output_7_r1_train_accuracy,output_7_r1_avg_valid_loss,output_7_r1_valid_accuracy,output_7_r4_avg_train_loss,output_7_r4_train_accuracy,output_7_r4_avg_valid_loss,output_7_r4_valid_accuracy,output_7_r10_avg_train_loss,output_7_r10_train_accuracy,output_7_r10_avg_valid_loss,output_7_r10_valid_accuracy,output_7_r100_avg_train_loss,output_7_r100_train_accuracy,output_7_r100_avg_valid_loss,output_7_r100_valid_accuracy
0,1.2364685535430908,87.88166666666667,4.254371643066406,94.92,1.8248803615570068,71.19333333333333,4.2935309410095215,91.42,1.8027721643447876,70.23333333333333,4.258203506469727,90.68,2.801910400390625,13.833333333333334,3.2086665630340576,28.23,1.3270013332366943,86.63499999999999,4.220226764678955,95.92,1.9211366176605225,67.88,4.0491042137146,91.09,1.8296774625778198,70.56666666666666,4.066051959991455,90.61,3.3987486362457275,11.0,3.379301071166992,17.61,1.3308990001678467,87.775,4.374967575073242,95.54,2.2262985706329346,58.35333333333333,3.914600133895874,86.55000000000001,2.046048879623413,59.71666666666666,3.7784082889556885,85.91,3.0687618255615234,9.833333333333332,3.0985212326049805,10.32,1.8847429752349854,63.41833333333333,3.9573590755462646,83.43,2.4607717990875244,32.72,3.4824438095092773,59.48,2.2319798469543457,32.1,3.3296196460723877,61.519999999999996,3.421452760696411,9.166666666666666,3.212256908416748,9.76
1,0.8611840009689331,95.89833333333333,4.317929267883301,96.46000000000001,1.1918784379959106,92.73333333333333,4.3436408042907715,93.24,1.1967806816101074,91.41666666666667,4.2852301597595215,92.30000000000001,1.9074387550354004,42.333333333333336,3.4897191524505615,53.87,0.8619048595428467,96.705,4.332898139953613,97.06,1.229080080986023,92.85333333333334,4.1950812339782715,94.05,1.2264196872711182,92.28333333333333,4.156810760498047,93.39,2.344404458999634,31.666666666666664,3.458247184753418,46.26,0.9428315162658691,96.00999999999999,4.364536762237549,96.31,1.5016900300979614,89.79333333333334,4.113411903381348,92.13,1.4723726511001587,89.18333333333334,4.041525840759277,91.43,2.314725160598755,14.833333333333334,3.165179967880249,24.65,1.557951807975769,83.655,4.099714756011963,85.67,1.8211541175842285,66.26666666666667,3.6768157482147217,71.61999999999999,1.769223690032959,67.55,3.775718927383423,75.03,2.648777484893799,10.0,3.0913007259368896,11.05
2,0.7629408240318298,96.91333333333333,4.350168704986572,96.6,1.0192592144012451,94.74000000000001,4.314682483673096,94.32000000000001,1.0171692371368408,93.98333333333333,4.266316890716553,93.24,1.701308250427246,66.33333333333333,3.8293535709381104,72.1,0.743687629699707,97.73333333333333,4.411407947540283,97.61,1.046016812324524,95.28,4.276395797729492,95.19999999999999,1.0510170459747314,95.19999999999999,4.192107677459717,94.32000000000001,2.040269374847412,58.166666666666664,3.7991416454315186,66.34,0.8088251948356628,96.50666666666666,4.334450721740723,96.75,1.2719039916992188,92.89333333333335,4.204477310180664,93.41000000000001,1.2883986234664917,92.01666666666667,4.272248268127441,93.36,2.0776028633117676,33.83333333333333,3.3720874786376953,48.14,1.4797122478485107,84.87166666666667,4.177266597747803,86.26,1.6702913045883179,74.46000000000001,3.8235881328582764,77.53,1.66685152053833,74.33333333333333,3.872702121734619,77.68,2.347012996673584,13.5,3.142591953277588,19.1
3,0.7060592770576477,97.42833333333333,4.361653804779053,96.91,0.9253279566764832,95.77333333333333,4.33289909362793,95.09,0.9161316752433777,95.45,4.285606861114502,94.07,1.607056975364685,77.16666666666666,4.013189792633057,80.34,0.6597451567649841,98.215,4.435016632080078,97.78999999999999,0.948289155960083,96.59333333333333,4.254273891448975,95.89999999999999,0.9496570229530334,96.71666666666667,4.277432441711426,94.93,1.8559167385101318,74.66666666666667,3.9862396717071533,76.32,0.7393224835395813,96.96666666666667,4.267470359802246,96.97,1.1696414947509766,94.36,4.269816875457764,94.43,1.2018271684646606,94.26666666666667,4.238655090332031,94.01,1.960379719734192,54.666666666666664,3.439478635787964,64.46,1.4154318571090698,85.69166666666666,4.135385990142822,86.44,1.6346204280853271,79.22666666666667,4.001494407653809,81.86,1.6298465728759766,77.13333333333333,3.937648057937622,80.55,2.2250490188598633,21.166666666666668,3.163728713989258,27.91
4,0.661159336566925,97.76,4.410675048828125,97.00999999999999,0.8590625524520874,96.56,4.285552024841309,95.52000000000001,0.8602123856544495,96.21666666666667,4.310612201690674,94.54,1.4972903728485107,86.16666666666667,4.318563461303711,83.97,0.606570303440094,98.56,4.38956356048584,97.89,0.8843086361885071,97.35333333333334,4.330720901489258,96.39,0.8865007162094116,97.7,4.312609672546387,95.32000000000001,1.7315319776535034,83.83333333333334,4.205548286437988,83.89999999999999,0.6969649791717529,97.17333333333333,4.332638740539551,96.96000000000001,1.1065926551818848,95.10666666666665,4.308568954467773,94.76,1.138361930847168,94.86666666666666,4.3763747215271,94.51,1.9305657148361206,71.0,3.704838752746582,74.51,1.3738540410995483,85.95333333333333,4.0928263664245605,87.03999999999999,1.6047371625900269,81.64666666666666,4.038557529449463,83.00999999999999,1.6115615367889404,80.45,3.9178104400634766,81.81,2.166100025177002,30.666666666666664,3.2074358463287354,39.42
5,0.6252421736717224,98.03500000000001,4.412546157836914,97.25,0.8102208971977234,97.02666666666667,4.306053638458252,96.02000000000001,0.8126220703125,97.06666666666666,4.328719615936279,94.77,1.3995410203933716,89.5,4.503288745880127,86.68,0.5647685527801514,98.80166666666666,4.422109603881836,97.89,0.8407745361328125,97.97333333333333,4.37184476852417,96.54,0.8307041525840759,98.33333333333333,4.324894905090332,95.72,1.6314448118209839,89.66666666666666,4.387005805969238,85.44,0.6684992909431458,97.49666666666667,4.316007614135742,97.11999999999999,1.0548210144042969,95.59333333333333,4.351140022277832,95.27,1.0897903442382812,95.51666666666667,4.368350982666016,95.07,1.8349791765213013,77.16666666666666,3.8690366744995117,80.13,1.342604398727417,86.13,4.132508754730225,86.96000000000001,1.5815739631652832,82.75333333333333,4.046069622039795,85.41,1.5797775983810425,81.75,4.094544887542725,82.89,2.0642881393432617,42.5,3.271257162094116,47.089999999999996
6,0.5912803411483765,98.245,4.420391082763672,97.04,0.7747421860694885,97.53333333333333,4.335254192352295,95.85000000000001,0.7691156268119812,97.8,4.415936470031738,94.61,1.3120312690734863,92.0,4.476590633392334,88.46000000000001,0.5335178375244141,99.00166666666667,4.4006242752075195,98.05,0.7994366884231567,98.38666666666667,4.355303764343262,96.77,0.7940337657928467,98.81666666666666,4.3854594230651855,95.85000000000001,1.5150023698806763,91.5,4.383269309997559,88.03999999999999,0.647711455821991,97.65666666666667,4.323440074920654,97.26,1.0112193822860718,95.78,4.370602607727051,95.69,1.0530999898910522,96.16666666666667,4.309814453125,94.97,1.7779954671859741,83.5,3.9546282291412354,84.07,1.3130377531051636,86.43333333333332,4.0758867263793945,87.16000000000001,1.5511072874069214,83.95333333333333,4.126476287841797,84.99,1.5791670083999634,82.25,3.983107328414917,83.14,2.0442917346954346,50.16666666666667,3.375283718109131,54.300000000000004
7,0.5635560750961304,98.37166666666667,4.43277645111084,97.36,0.7397499680519104,98.04,4.398830890655518,96.05,0.7461094856262207,98.06666666666666,4.307620525360107,94.81,1.2206521034240723,92.83333333333333,4.537477493286133,89.67,0.5084598064422607,99.12166666666667,4.382298946380615,98.06,0.765921950340271,98.83333333333333,4.414360523223877,96.83,0.7567862868309021,99.1,4.381618022918701,95.76,1.378361701965332,93.33333333333333,4.379583358764648,88.9,0.6309866309165955,97.82666666666667,4.28659200668335,97.34,0.9710947871208191,96.25333333333333,4.37608528137207,95.73,1.0089815855026245,96.45,4.401609420776367,95.24000000000001,1.6834465265274048,85.33333333333334,4.059141635894775,86.31,1.2852721214294434,86.705,4.1573805809021,87.53999999999999,1.5290725231170654,84.38666666666667,4.084584712982178,84.45,1.5393668413162231,83.16666666666667,4.1860527992248535,85.72999999999999,1.998453140258789,53.333333333333336,3.364232063293457,57.69
8,0.5389135479927063,98.485,4.395771503448486,97.48,0.7164663076400757,98.36,4.352444648742676,96.08,0.7160868048667908,98.35000000000001,4.371995449066162,94.72,1.1357240676879883,94.16666666666667,4.614538192749023,89.61,0.48690086603164673,99.24333333333333,4.3993659019470215,98.14,0.7336100935935974,99.02,4.367984771728516,97.02,0.7274461388587952,99.28333333333333,4.294107437133789,96.21,1.2926784753799438,94.66666666666667,4.447652816772461,89.4,0.6168949007987976,97.96833333333333,4.329550743103027,97.49,0.93001389503479,96.28,4.374685287475586,95.96000000000001,0.9820069074630737,96.56666666666666,4.328778266906738,95.27,1.6029685735702515,87.83333333333333,4.1329264640808105,87.81,1.263501524925232,86.85000000000001,4.115102767944336,87.64,1.509709119796753,84.17333333333333,4.220590591430664,85.26,1.5488780736923218,83.33333333333334,4.172306060791016,84.71,1.9210586547851562,56.00000000000001,3.4343297481536865,59.38
9,0.5198273062705994,98.61666666666666,4.377374172210693,97.49,0.689946711063385,98.54,4.4019083976745605,96.19,0.6970767974853516,98.73333333333333,4.378705024719238,95.05,1.0804332494735718,95.0,4.4559006690979,89.89,0.47054967284202576,99.32666666666667,4.381985187530518,98.15,0.7016093134880066,99.19333333333333,4.426210403442383,96.97,0.7021252512931824,99.5,4.4125518798828125,96.26,1.2411576509475708,95.0,4.42444372177124,89.63,0.6046332716941833,98.06333333333333,4.358651161193848,97.49,0.8969187140464783,96.46666666666667,4.35714864730835,95.81,0.946570098400116,96.88333333333333,4.360157489776611,95.55,1.5885909795761108,90.0,4.183426856994629,88.32,1.2432641983032227,87.095,4.07708215713501,87.64,1.499083399772644,84.61999999999999,4.115504264831543,85.32,1.5301052331924438,84.11666666666666,4.12340784072876,85.74000000000001,1.9055676460266113,58.166666666666664,3.423374652862549,63.17
